abbrev:keyword,name:text,                                   scalerank:integer,type:keyword,     location:geo_point,                         country:keyword,                city:keyword,                   city_location:geo_point
HBE,           Borg El Arab Int'l,                          4,                mid,              POINT(29.69266601523 30.9183712786239),     Egypt,                          Al ‘Ajamī,                      POINT(29.7604 31.0959)
JED,           King Abdul Aziz Int'l,                       4,                major,            POINT(39.1504996780448 21.6706857878128),   Saudi Arabia,                   Jeddah,                         POINT(39.1728 21.5433)
KAN,           Kano Mallam Aminu Int'l,                     4,                mid,              POINT(8.52213718395767 12.0457071601746),   Nigeria,                        Kano,                           POINT(8.5167 12.0)
KHG,           Kashi,                                       4,                mid,              POINT(76.0130148060075 39.5379686306258),   China,                          Kashgar,                        POINT(75.9938 39.4681)
KIN,           Norman Manley Int'l,                         4,                major,            POINT(-76.7786897616576 17.9375751552752),  Jamaica,                        Portmore,                       POINT(-76.8799 17.95)
KTM,           Tribhuvan Int'l,                             4,                mid,              POINT(85.357139531668 27.7002816751609),    Nepal,                          Kathmandu,                      POINT(85.324 27.7172)
LAD,           Luanda 4 de Fevereiro,                       4,                mid,              POINT(13.2347957502699 -8.84831327917379),  Angola,                         Luanda,                         POINT(13.2344 -8.8383)
LED,           Pulkovo 2,                                   4,                major,            POINT(30.3070976454648 59.8054061601897),   Russia,                         Saint Petersburg,               POINT(30.3167 59.95)
LHE,           Allama Iqbal Int'l,                          4,                mid,              POINT(74.4108810181748 31.5206296518206),   Pakistan,                       Lahore,                         POINT(74.3436 31.5497)
LLW,           Kamuzu Int'l,                                4,                mid,              POINT(33.7827885019788 -13.788622823746),   Malawi,                         Lilongwe,                       POINT(33.7833 -13.9833)
LOS,           Lagos Murtala Muhammed,                      4,                major,            POINT(3.32112435281334 6.57825944540467),   Nigeria,                        Ikeja,                          POINT(3.3426 6.6186)
LPB,           El Alto Int'l,                               4,                mid,              POINT(-68.1780055277945 -16.5098792213977), Bolivia,                        El Alto,                        POINT(-68.1633 -16.5047)
LUN,           Lusaka Int'l,                                4,                mid,              POINT(28.4455443211019 -15.3268522509447),  Zambia,                         Lusaka,                         POINT(28.2833 -15.4167)
LXR,           Luxor,                                       4,                mid,              POINT(32.7032970848623 25.6730347786023),   Egypt,                          Luxor,                          POINT(32.65 25.6833)
MAA,           Chennai Int'l,                               4,                major,            POINT(80.1637759731545 12.9825301669154),   India,                          Chennai,                        POINT(80.275 13.0825)
MAR,           La Chinita Int'l,                            4,                mid,              POINT(-71.7237688094687 10.5557594684972),  Venezuela,                      Maracaibo,                      POINT(-71.6333 10.6333)
MDE,           José María Córdova,                          4,                mid,              POINT(-75.4269557399772 6.171001614358),    Colombia,                       Medellín,                       POINT(-75.5906 6.2308)
MEM,           Memphis Int'l,                               4,                major,            POINT(-89.9816280353237 35.0444101240089),  United States,                  Southaven,                      POINT(-89.9786 34.9514)
MGA,           Augusto Cesar Sandino Int'l,                 4,                mid,              POINT(-86.1712846229543 12.144635873435),   Nicaragua,                      Managua,                        POINT(-86.2738 12.1544)
MHD,           Mashhad,                                     4,                major,            POINT(59.6421943574029 36.2275503134984),   Iran,                           Mashhad,                        POINT(59.6 36.3)
MIA,           Miami Int'l,                                 4,                major,            POINT(-80.2789718277441 25.7949407212406),  United States,                  Hialeah,                        POINT(-80.3045 25.8696)
MID,           Lic M Crecencio Rejon Int'l,                 4,                mid,              POINT(-89.6630235736434 20.9338603864296),  Mexico,                         Kanasín,                        POINT(-89.5578 20.9344)
MLA,           Luqa,                                        4,                major,            POINT(14.4952644555055 35.8489307943501),   Malta,                          Valletta,                       POINT(14.5125 35.8983)
MBA,           Moi Int'l,                                   4,                major,            POINT(39.6026631870383 -4.03265262579657),  Kenya,                          Mombasa,                        POINT(39.6667 -4.05)
MSU,           Moshoeshoe I Int'l,                          4,                mid,              POINT(27.5592160333614 -29.4555740046101),  Lesotho,                        Maseru,                         POINT(27.48 -29.31)
MSY,           New Orleans Int'l,                           4,                major,            POINT(-90.2566939480594 29.9851141460622),  United States,                  New Orleans,                    POINT(-89.9288 30.0687)
MUX,           Multan,                                      4,                [major,military], POINT(71.418995432932 30.1950780904965),    Pakistan,                       Multan,                         POINT(71.4697 30.1978)
MVD,           Carrasco Int'l,                              4,                major,            POINT(-56.026636146282 -34.8410485988569),  Uruguay,                        Montevideo,                     POINT(-56.1819 -34.8836)
MZT,           General Rafael Buelna Int'l,                 4,                mid,              POINT(-106.270016617885 23.1665960971344),  Mexico,                         Mazatlán,                       POINT(-106.4167 23.2167)
NAS,           Nassau Int'l,                                4,                major,            POINT(-77.4648472290944 25.0486910600866),  The Bahamas,                    Nassau,                         POINT(-77.3386 25.0781)
NDJ,           Ndjamena,                                    4,                mid,              POINT(15.0330446385559 12.1295400184115),   Chad,                           N’Djamena,                      POINT(15.05 12.11)
NIM,           Niamey,                                      4,                mid,              POINT(2.17730671184125 13.4767572807942),   Niger,                          Niamey,                         POINT(2.1175 13.515)
CEB,           Mactan-Cebu Int'l,                           4,                major,            POINT(123.979134508664 10.3158756727292),   Philippines,                    Lapu-Lapu City,                 POINT(123.9488 10.3127)
NOV,           Nova Lisboa,                                 4,                mid,              POINT(15.7497618459595 -12.8025414575915),  Angola,                         Huambo,                         POINT(15.7347 -12.7767)
OMA,           Eppley Airfield,                             4,                mid,              POINT(-95.8994157953121 41.2997111453012),  United States,                  Omaha,                          POINT(-96.0529 41.2627)
OME,           Nome,                                        4,                mid,              POINT(-165.441641712281 64.5072207026631),  ,                               ,
OUA,           Ouagadougou,                                 4,                mid,              POINT(-1.51380536165114 12.3535800260473),  Burkina Faso,                   Ouagadougou,                    POINT(-1.5275 12.3686)
PAP,           Mais Gate Int'l,                             4,                mid,              POINT(-72.2944780260473 18.5756829054286),  Haiti,                          Port-au-Prince,                 POINT(-72.3333 18.5333)
PBC,           Puebla,                                      4,                mid,              POINT(-98.375759790423 19.163793546584),    Mexico,                         Puebla,                         POINT(-98.1833 19.0333)
PDX,           Portland Int'l,                              4,                major,            POINT(-122.592738881254 45.5889569315305),  United States,                  Vancouver,                      POINT(-122.5967 45.6366)
PER,           Perth Int'l,                                 4,                major,            POINT(115.974224942233 -31.9411297945783),  Australia,                      Kwinana,                        POINT(115.7702 -32.2394)
PLZ,           H F Verwoerd,                                4,                mid,              POINT(25.6117777567602 -33.9840877431374),  South Africa,                   Port Elizabeth,                 POINT(25.6 -33.9581)
PMC,           El Tepual Int'l,                             4,                mid,              POINT(-73.0983841336424 -41.4333820702269), Chile,                          Puerto Montt,                   POINT(-72.9333 -41.4667)
PNH,           Pochentong,                                  4,                major,            POINT(104.845027612457 11.5526449176513),   Cambodia,                       Phnom Penh,                     POINT(104.9211 11.5694)
PNQ,           Pune,                                        4,                [major,military], POINT(73.9089838110016 18.5791766115328),   India,                          Pune,                           POINT(73.8567 18.5203)
POM,           Port Moresby Int'l,                          4,                major,            POINT(147.211250855977 -9.43865269316142),  Papua New Guinea,               Port Moresby,                   POINT(147.1494 -9.4789)
PTY,           Tocumen Int'l,                               4,                major,            POINT(-79.3871348215438 9.06687242265839),  Panama,                         Tocumen,                        POINT(-79.38 9.08)
PUQ,           Carlos Ibáñez de Campo Int'l,                4,                mid,              POINT(-70.8431237851324 -53.0050698255177), Chile,                          Punta Arenas,                   POINT(-70.9333 -53.1667)
RDU,           Durham Int'l,                                4,                major,            POINT(-78.7913814006751 35.8752323452255),  United States,                  Raleigh,                        POINT(-78.6429 35.8324)
RGN,           Mingaladon,                                  4,                major,            POINT(96.1341946114947 16.9011542818251),   Myanmar,                        Rangoon,                        POINT(96.16 16.795)
RIX,           Riga,                                        4,                major,            POINT(23.9793791116995 56.9220038786097),   Latvia,                         Jūrmala,                        POINT(23.7703 56.9681)
SAH,           Sanaa Int'l,                                 4,                mid,              POINT(44.2246467902561 15.4739027755737),   Yemen,                          Sanaa,                          POINT(44.2064 15.3483)
SDA,           Baghdad Int'l,                               4,                major,            POINT(44.2289125352942 33.268162986377),    Iraq,                           Baghdad,                        POINT(44.3661 33.3153)
SDQ,           De Las Américas Int'l,                       4,                major,            POINT(-69.6764726754667 18.4302196948173),  Dominican Republic,             Santo Domingo Este,             POINT(-69.8734 18.4855)
SGN,           Tan Son Nhat,                                4,                major,            POINT(106.664246141375 10.8163005571879),   Vietnam,                        Ho Chi Minh City,               POINT(106.7019 10.7756)
SKG,           Thessaloniki,                                4,                major,            POINT(22.9764353610613 40.5238736887775),   Greece,                         Thessaloníki,                   POINT(22.9347 40.6403)
SOF,           Vrazhdebna,                                  4,                major,            POINT(23.4024521357708 42.6891841273195),   Bulgaria,                       Sofia,                          POINT(23.33 42.7)
STV,           Surat,                                       4,                major,            POINT(72.7424384372589 21.1204503297172),   India,                          Sūrat,                          POINT(72.8311 21.1702)
SUV,           Nausori Int'l,                               4,                mid,              POINT(178.560048369959 -18.0458996922854),  Fiji,                           Nausori,                        POINT(178.5454 -18.0244)
SYZ,           Shiraz Int'l,                                4,                major,            POINT(52.5897712745211 29.5458013842874),   Iran,                           Shīrāz,                         POINT(52.5425 29.61)
TAM,           Gen Francisco J Mina Int'l,                  4,                mid,              POINT(-97.8698137568394 22.2893319525064),  Mexico,                         Tampico,                        POINT(-97.8686 22.2553)
TGU,           Toncontin Int'l,                             4,                mid,              POINT(-87.2192116348986 14.0599852192071),  Honduras,                       Tegucigalpa,                    POINT(-87.2167 14.1)
THR,           Mehrabad Int'l,                              4,                major,            POINT(51.3208069717572 35.6913743304946),   Iran,                           Tehran,                         POINT(51.3889 35.6892)
TIA,           Tirane Rinas,                                4,                major,            POINT(19.7150324049722 41.4208514680567),   Albania,                        Tirana,                         POINT(19.8178 41.3289)
TIJ,           General Abelardo L Rodriguez Int'l,          4,                major,            POINT(-116.975476095598 32.5460499135013),  Mexico,                         Tijuana,                        POINT(-117.0333 32.525)
TLC,           Jose Maria Morelos Y Pavon,                  4,                mid,              POINT(-99.5706494463542 19.3386880423032),  Mexico,                         Mexico City,                    POINT(-99.1333 19.4333)
TLL,           Ulemiste,                                    4,                major,            POINT(24.798964869983 59.4165014697451),    Estonia,                        Tallinn,                        POINT(24.7453 59.4372)
TLV,           Ben Gurion,                                  4,                major,            POINT(34.8708499180995 32.0007468501844),   Israel,                         Tel Aviv-Yafo,                  POINT(34.78 32.08)
TMS,           São Tomé Salazar,                            4,                mid,              POINT(6.71282193005667 0.374744213699427),  Sao Tome and Principe,          Neves,                          POINT(6.5517 0.3592)
TNR,           Antananarivo Ivato,                          4,                mid,              POINT(47.4753540009579 -18.7993348763082),  Madagascar,                     Antananarivo,                   POINT(47.5167 -18.9333)
TPA,           Tampa Int'l,                                 4,                major,            POINT(-82.534824252055 27.9800400852184),   United States,                  Tampa,                          POINT(-82.4447 27.9945)
VLN,           Zim Valencia,                                4,                mid,              POINT(-67.9223617121873 10.1540056883979),  Venezuela,                      Los Guayos,                     POINT(-67.9333 10.1833)
VOG,           Gumrak,                                      4,                mid,              POINT(44.354767968489 48.7916764657611),    Russia,                         Volgograd,                      POINT(44.5147 48.7086)
VTE,           Vientiane,                                   4,                mid,              POINT(102.568238195728 17.9754595948321),   Laos,                           Vientiane,                      POINT(102.6 17.9667)
VVI,           Viru Viru Int'l,                             4,                mid,              POINT(-63.1403888218213 -17.6479468257839), Bolivia,                        Warnes,                         POINT(-63.1667 -17.5167)
WLG,           Wellington Int'l,                            4,                major,            POINT(174.811665268238 -41.3289891844659),  New Zealand,                    Lower Hutt,                     POINT(174.9167 -41.2167)
YPR,           Prince Rupert,                               4,                mid,              POINT(-130.445587 54.292),                  Canada,                         Prince Rupert,                  POINT(-130.3271 54.3122)
YQG,           Windsor,                                     4,                mid,              POINT(-82.9600877389448 42.2658784727198),  United States,                  Detroit,                        POINT(-83.1024 42.3834)
YQR,           Regina,                                      4,                mid,              POINT(-104.655433975371 50.4332192867183),  Canada,                         Regina,                         POINT(-104.6067 50.4547)
YVR,           Vancouver Int'l,                             4,                major,            POINT(-123.180867003812 49.1935590395715),  Canada,                         Surrey,                         POINT(-122.8489 49.19)
YWG,           Winnipeg Int'l,                              4,                major,            POINT(-97.2267694809585 49.9033302471671),  Canada,                         Winnipeg,                       POINT(-97.1464 49.8844)
YXE,           John G Diefenbaker Int'l,                    4,                mid,              POINT(-106.690181967554 52.1701439447381),  Canada,                         Saskatoon,                      POINT(-106.6833 52.1333)
YXY,           Whitehorse Int'l,                            4,                mid,              POINT(-135.076210089402 60.7141521481397),  Canada,                         Whitehorse,                     POINT(-135.0691 60.7029)
YYC,           Calgary Int'l,                               4,                major,            POINT(-114.010560500236 51.1308572567549),  Canada,                         Calgary,                        POINT(-114.0667 51.05)
YYG,           Charlottetown,                               4,                mid,              POINT(-63.1312341333234 46.2858131367525),  Canada,                         Charlottetown,                  POINT(-63.1347 46.2403)
YYQ,           Churchill,                                   4,                mid,              POINT(-94.0813639506318 58.7497237849788),  ,                               ,
YYT,           St John's Int'l,                             4,                mid,              POINT(-52.7433337428638 47.6131179007955),  Canada,                         St. John's,                     POINT(-52.7971 47.4817)
YZF,           Yellowknife,                                 4,                mid,              POINT(-114.437846335049 62.4707373610202),  Canada,                         Yellowknife,                    POINT(-114.4053 62.4709)
ZAG,           Zagreb,                                      4,                major,            POINT(16.0615138009014 45.7333266730984),   Croatia,                        Velika Gorica,                  POINT(16.0667 45.7)
ZNZ,           Zanzibar,                                    4,                mid,              POINT(39.2223319841558 -6.21857034620282),  Tanzania,                       Zanzibar,                       POINT(39.199 -6.165)
REK,           Reykjavik Air Terminal,                      4,                mid,              POINT(-21.9466344031327 64.1318728609901),  Iceland,                        Reykjavík,                      POINT(-21.94 64.1467)
ARH,           Arkhangelsk-Talagi,                          4,                mid,              POINT(40.7133465694594 64.5967437730455),   Russia,                         Arkhangelsk,                    POINT(40.5333 64.55)
KZN,           Kazan Int'l,                                 4,                major,            POINT(49.2984458036407 55.6080601429764),   Russia,                         Kazan,                          POINT(49.1089 55.7964)
ORY,           Paris Orly,                                  4,                major,            POINT(2.36737912783773 48.7313030458052),   France,                         Vitry-sur-Seine,                POINT(2.3928 48.7875)
YQB,           Québec,                                      4,                major,            POINT(-71.3839280711731 46.7915684363308),  Canada,                         Quebec City,                    POINT(-71.2081 46.8139)
YUL,           Montréal-Trudeau,                            4,                major,            POINT(-73.7493162650417 45.4583512294531),  Canada,                         Montréal,                       POINT(-73.5617 45.5089)
NRT,           Narita Int'l,                                4,                major,            POINT(140.384401709179 35.7640560727828),   Japan,                          Chiba,                          POINT(140.1064 35.6073)
NGO,           Chubu Centrair Int'l,                        4,                major,            POINT(136.814771286824 34.8590296958162),   Japan,                          Nagoya,                         POINT(136.9 35.1833)
OKD,           Okadama,                                     4,                mid,              POINT(141.382100450075 43.1106495990978),   Japan,                          Sapporo,                        POINT(141.35 43.0667)
BGO,           Bergen Flesland,                             4,                major,            POINT(5.22725311562336 60.2890610502966),   Norway,                         Askøy,                          POINT(5.15 60.4667)
TOS,           Tromsø Langnes,                              4,                major,            POINT(18.9072624292132 69.6796790473478),   Norway,                         Tromsø,                         POINT(18.9428 69.6828)
BEL,           Val de Caes Int'l,                           4,                mid,              POINT(-48.4795602893793 -1.38974628795546), Brazil,                         Ananindeua,                     POINT(-48.3719 -1.3658)
CGR,           Campo Grande Int'l,                          4,                mid,              POINT(-54.6689498781305 -20.4572717360311), Brazil,                         Campo Grande,                   POINT(-54.615 -20.4839)
CWB,           Afonso Pena Int'l,                           4,                mid,              POINT(-49.1737093663469 -25.5360001430558), Brazil,                         Curitiba,                       POINT(-49.2711 -25.4297)
FOR,           Pinto Martins Int'l,                         4,                mid,              POINT(-38.5407472498334 -3.77859496233091), Brazil,                         Fortaleza,                      POINT(-38.5275 -3.7275)
GRU,           São Paulo-Guarulhos Int'l,                   4,                major,            POINT(-46.481753608842 -23.4261155770421),  Brazil,                         São Paulo,                      POINT(-46.6333 -23.55)
GYN,           Santa Genoveva,                              4,                mid,              POINT(-49.2266464905994 -16.6323665721637), Brazil,                         Goiânia,                        POINT(-49.25 -16.6667)
POA,           Salgado Filho Int'l,                         4,                mid,              POINT(-51.1770409488172 -29.9901930170609), Brazil,                         Porto Alegre,                   POINT(-51.23 -30.0331)
REC,           Gilberto Freyre Int'l,                       4,                mid,              POINT(-34.9182667174851 -8.13162553076239), Brazil,                         Recife,                         POINT(-34.9 -8.05)
SSA,           Deputado Luis Eduardo Magalhaes Int'l,       4,                mid,              POINT(-38.3347989911732 -12.9143614970326), Brazil,                         Camaçari,                       POINT(-38.3239 -12.6978)
MDZ,           El Plumerillo,                               4,                mid,              POINT(-68.7984838394473 -32.8278001692719), Argentina,                      Godoy Cruz,                     POINT(-68.8333 -32.9167)
MAO,           Eduardo Gomes Int'l,                         4,                mid,              POINT(-60.0460645898854 -3.0321390062591),  Brazil,                         Manaus,                         POINT(-60.0167 -3.1)
NSI,           Yaoundé Nsimalen Int'l,                      4,                mid,              POINT(11.5479941396807 3.71484520708126),   Cameroon,                       Yaoundé,                        POINT(11.5167 3.8667)
PVG,           Shanghai Pudong Int'l,                       4,                major,            POINT(121.801518760578 31.1523090295533),   China,                          Shanghai,                       POINT(121.4667 31.1667)
ADJ,           Marka Int'l,                                 4,                mid,              POINT(35.9841052362449 31.9741994015442),   Jordan,                         Amman,                          POINT(35.9328 31.9497)
MLE,           Male Int'l,                                  4,                major,            POINT(73.5273902836844 4.18870090323372),   Maldives,                       Male,                           POINT(73.5089 4.1753)
VER,           Gen. Heriberto Jara Int'l,                   4,                mid,              POINT(-96.1835702143695 19.1424237025017),  Mexico,                         Veracruz,                       POINT(-96.1533 19.1903)
OXB,           Osvaldo Vieira Int'l,                        4,                mid,              POINT(-15.651185561666 11.8889231454855),   Guinea-Bissau,                  Bissau,                         POINT(-15.5667 11.85)
DVO,           Francisco Bangoy Int'l,                      4,                major,            POINT(125.645066609434 7.13053746163073),   Philippines,                    Davao,                          POINT(125.6 7.0667)
SEZ,           Seychelles Int'l,                            4,                mid,              POINT(55.5115519246793 -4.67106914178521),  ,                               ,
DKR,           Léopold Sedar Senghor Int'l,                 4,                major,            POINT(-17.490407907719 14.7456306146748),   Senegal,                        Dakar,                          POINT(-17.4467 14.6928)
PZU,           Port Sudan New Int'l,                        4,                mid,              POINT(37.2387475981025 19.4341052385231),   Sudan,                          Port Sudan,                     POINT(37.2167 19.6167)
TAS,           Tashkent Int'l,                              4,                major,            POINT(69.2666137241129 41.2622338767383),   Uzbekistan,                     Tashkent,                       POINT(69.2797 41.3111)
CPH,           Copenhagen,                                  3,                major,            POINT(12.6493508684508 55.6285017221528),   Denmark,                        Copenhagen,                     POINT(12.5683 55.6761)
BBU,           Aeroportul National Bucuresti-Baneasa,       3,                mid,              POINT(26.0857251587764 44.497041455972),    Romania,                        Bucharest,                      POINT(26.1039 44.4325)
BUD,           Ferihegy,                                    3,                major,            POINT(19.2622301677881 47.433274269248),    Hungary,                        Budapest,                       POINT(19.0514 47.4925)
CKG,           Chongqing Jiangbei Int'l,                    3,                major,            POINT(106.638019704811 29.7240422241688),   China,                          Chongqing,                      POINT(106.5069 29.55)
CLT,           Douglas Int'l,                               3,                major,            POINT(-80.9439277342763 35.2204281685597),  United States,                  Gastonia,                       POINT(-81.1854 35.2494)
DTW,           Detroit Metro,                               3,                major,            POINT(-83.3478935065615 42.2257204508004),  United States,                  Detroit,                        POINT(-83.1024 42.3834)
DUB,           Dublin,                                      3,                major,            POINT(-6.24388491037139 53.42700828497),    Ireland,                        Finglas,                        POINT(-6.2181 53.4597)
FAI,           Fairbanks Int'l,                             3,                major,            POINT(-147.865721120795 64.8180981117369),  United States,                  Fairbanks,                      POINT(-147.6533 64.8353)
HAM,           Hamburg,                                     3,                major,            POINT(10.005647830925 53.6320011640866),    Germany,                        Norderstedt,                    POINT(10.0103 53.7064)
KUL,           Kuala Lumpur Int'l,                          3,                major,            POINT(101.713886325743 2.74751295791811),   Malaysia,                       Kuala Lumpur,                   POINT(101.6953 3.1478)
LAS,           Mccarran Int'l,                              3,                major,            POINT(-115.151323951283 36.0849602383367),  United States,                  Sunrise Manor,                  POINT(-115.0487 36.1783)
MCO,           Orlando Int'l,                               3,                major,            POINT(-81.3073713307985 28.4311506791138),  United States,                  Orlando,                        POINT(-81.337 28.4773)
MSP,           Minneapolis St. Paul Int'l,                  3,                major,            POINT(-93.2081003718301 44.8820263631968),  United States,                  Minneapolis,                    POINT(-93.2678 44.9635)
MUC,           Franz-Josef-Strauss,                         3,                major,            POINT(11.7880627192437 48.3538373961608),   Germany,                        Munich,                         POINT(11.575 48.1375)
PHL,           Philadelphia Int'l,                          3,                major,            POINT(-75.2429857676998 39.876087236427),   United States,                  Philadelphia,                   POINT(-75.1339 40.0077)
PHX,           Sky Harbor Int'l,                            3,                major,            POINT(-112.01363529773 33.4358607639498),   United States,                  Phoenix,                        POINT(-112.0892 33.5722)
SLC,           Salt Lake City Int'l,                        3,                major,            POINT(-111.981984879993 40.7867290053708),  United States,                  West Valley City,               POINT(-112.0123 40.6886)
STL,           Lambert St Louis Int'l,                      3,                major,            POINT(-90.3659545350675 38.7427163155204),  United States,                  St. Louis,                      POINT(-90.2451 38.6359)
WAW,           Okecie Int'l,                                3,                major,            POINT(20.9727263383587 52.171026749259),    Poland,                         Piaseczno,                      POINT(21.0167 52.0667)
ZRH,           Zurich Int'l,                                3,                major,            POINT(8.56221279534765 47.4523895064915),   Switzerland,                    Zürich,                         POINT(8.5411 47.3744)
CRL,           Gosselies,                                   3,                mid,              POINT(4.4543736298165 50.4571296549567),    Belgium,                        Brussels,                       POINT(4.3525 50.8467)
MUCf,          Munich Freight Terminal,                     3,                major,            POINT(11.7694828593654 48.3497964078377),   Germany,                        Munich,                         POINT(11.575 48.1375)
BCN,           Barcelona,                                   3,                major,            POINT(2.07800334981292 41.3031552797463),   Spain,                          El Prat de Llobregat,           POINT(2.0953 41.3246)
PRG,           Ruzyn,                                       3,                major,            POINT(14.2674849854076 50.1076511703671),   Czechia,                        Prague,                         POINT(14.4214 50.0875)
HKG,           Hong Kong Int'l,                             2,                major,            POINT(113.935016387376 22.3153328280868),   China,                          Shenzhen,                       POINT(114.054 22.535)
TPE,           Taoyuan,                                     2,                major,            POINT(121.231370453323 25.0767411043346),   Taiwan,                         Taipei,                         POINT(121.5625 25.0375)
AMS,           Schiphol,                                    2,                major,            POINT(4.76437693232812 52.3089323889822),   Netherlands,                    Hoofddorp,                      POINT(4.6907 52.3061)
SIN,           Singapore Changi,                            2,                major,            POINT(103.986413880993 1.35616083528126),   Singapore,                      Singapore,                      POINT(103.8 1.3)
LHR,           London Heathrow,                             2,                major,            POINT(-0.453156652063309 51.4709958799938), United Kingdom,                 Hounslow,                       POINT(-0.375 51.4668)
AKL,           Auckland Int'l,                              2,                major,            POINT(174.791719433715 -37.0063551142815),  New Zealand,                    Auckland,                       POINT(174.74 -36.8406)
ANC,           Anchorage Int'l,                             2,                major,            POINT(-149.981725100633 61.1728936745367),  United States,                  Knik-Fairview,                  POINT(-149.6252 61.5082)
ATL,           Hartsfield-Jackson Atlanta Int'l,            2,                major,            POINT(-84.4253974336047 33.6405290807352),  United States,                  Atlanta,                        POINT(-84.422 33.7628)
PEK,           Beijing Capital,                             2,                major,            POINT(116.588174004661 40.078766336331),    China,                          Beijing,                        POINT(116.4075 39.904)
BOG,           Eldorado Int'l,                              2,                major,            POINT(-74.1433718001028 4.69883276192097),  Colombia,                       Bogotá,                         POINT(-74.0722 4.7111)
BOM,           Chhatrapati Shivaji Int'l,                   2,                major,            POINT(72.8745639500051 19.0951019488402),   India,                          Mumbai,                         POINT(72.8775 19.0761)
BOS,           Gen E L Logan Int'l,                         2,                major,            POINT(-71.0164066172958 42.3665658198506),  United States,                  Revere,                         POINT(-71.004 42.4189)
BWI,           Baltimore-Washington Int'l Thurgood Marshall,2,                major,            POINT(-76.6686428352448 39.1793943583568),  United States,                  Baltimore,                      POINT(-76.6144 39.3051)
CAI,           Cairo Int'l,                                 2,                major,            POINT(31.3997430067114 30.1119904385575),   Egypt,                          Giza,                           POINT(31.2118 29.987)
CAS,           Casablanca-Anfa,                             2,                mid,              POINT(-7.66321880771143 33.5627883851079),  Morocco,                        Mediouna,                       POINT(-7.51 33.45)
CCS,           Simón Bolivar Int'l,                         2,                mid,              POINT(-67.0057488076316 10.5973549146064),  Venezuela,                      Catia La Mar,                   POINT(-67.0333 10.6)
CPT,           Cape Town Int'l,                             2,                major,            POINT(18.5976565083138 -33.9704466120395),  South Africa,                   Mitchells Plain,                POINT(18.6181 -34.0506)
CTU,           Chengdushuang Liu,                           2,                major,            POINT(103.956136481695 30.5810712647464),   China,                          Chengdu,                        POINT(104.0633 30.66)
DEL,           Indira Gandhi Int'l,                         2,                major,            POINT(77.0878362565332 28.5592039760586),   India,                          Najafgarh,                      POINT(76.9798 28.6092)
DEN,           Denver Int'l,                                2,                major,            POINT(-104.673797338542 39.8494613881509),  United States,                  Denver,                         POINT(-104.8758 39.762)
DFW,           Dallas-Ft. Worth Int'l,                      2,                major,            POINT(-97.0403710741144 32.9001505594816),  United States,                  Irving,                         POINT(-96.9702 32.8583)
DMK,           Don Muang Int'l,                             2,                major,            POINT(100.602578626505 13.9202766010347),   Thailand,                       Bangkok,                        POINT(100.4942 13.7525)
DXB,           Dubai Int'l,                                 2,                major,            POINT(55.3540769172243 25.2525655938182),   United Arab Emirates,           Dubai,                          POINT(55.2972 25.2631)
EWR,           Newark Int'l,                                2,                major,            POINT(-74.1771472796706 40.6904798278929),  United States,                  New York,                       POINT(-73.9249 40.6943)
EZE,           Ministro Pistarini Int'l,                    2,                major,            POINT(-58.5412456939382 -34.8136469380323), Argentina,                      José María Ezeiza,              POINT(-58.5167 -34.8333)
FLL,           Fort Lauderdale Hollywood Int'l,             2,                major,            POINT(-80.1452588465189 26.0717095746827),  United States,                  Hollywood,                      POINT(-80.1679 26.0293)
IAH,           George Bush Intercontinental,                2,                major,            POINT(-95.3337047912947 29.9865909034907),  United States,                  Houston,                        POINT(-95.3885 29.786)
IST,           Atatürk Hava Limani,                         2,                major,            POINT(28.8195493087893 40.9778388177797),   Turkey,                         Istanbul,                       POINT(28.955 41.0136)
JNB,           OR Tambo Int'l,                              2,                major,            POINT(28.2319885648741 -26.1320953994887),  South Africa,                   Johannesburg,                   POINT(28.0456 -26.2044)
JNU,           Juneau Int'l,                                2,                mid,              POINT(-134.583573037872 58.3589441045951),  United States,                  Juneau,                         POINT(-134.1739 58.4546)
LAX,           Los Angeles Int'l,                           2,                major,            POINT(-118.402468548522 33.9441742543586),  United States,                  Los Angeles,                    POINT(-118.4068 34.1141)
LIN,           Linate,                                      2,                major,            POINT(9.27996629691061 45.4603938456252),   Italy,                          Milan,                          POINT(9.19 45.4669)
MEL,           Melbourne Int'l,                             2,                major,            POINT(144.848998091131 -37.6699411967893),  Australia,                      Melton,                         POINT(144.5833 -37.6833)
MEX,           Lic Benito Juarez Int'l,                     2,                major,            POINT(-99.0826079514239 19.4354695720494),  Mexico,                         Mexico City,                    POINT(-99.1333 19.4333)
MNL,           Ninoy Aquino Int'l,                          2,                major,            POINT(121.004122083437 14.5068323762967),   Philippines,                    Manila,                         POINT(120.9772 14.5958)
NBO,           Jomo Kenyatta Int'l,                         2,                major,            POINT(36.9250887490365 -1.33052964350634),  Kenya,                          Nairobi,                        POINT(36.8172 -1.2864)
HNL,           Honolulu Int'l,                              2,                major,            POINT(-157.919783173755 21.332022315024),   United States,                  Honolulu,                       POINT(-157.846 21.3294)
ORD,           Chicago O'Hare Int'l,                        2,                major,            POINT(-87.90513439065 41.9765291023803),    United States,                  Chicago,                        POINT(-87.6866 41.8375)
RUH,           King Khalid Int'l,                           2,                major,            POINT(46.701829023464 24.9590317436512),    Saudi Arabia,                   Riyadh,                         POINT(46.7167 24.6333)
