abbrev:keyword,airport:text,region:text,city:keyword,city_location:geo_point,city_boundary:geo_shape
TGD,Podgorica,Podgorica,Podgorica,POINT(19.2629 42.4413),"POLYGON((19.1797 42.4735\,19.2051 42.444\,19.1981 42.4148\,19.2523 42.3771\,19.2775 42.3807\,19.3097 42.4193\,19.2969 42.439\,19.3141 42.4551\,19.3063 42.4749\,19.2474 42.4517\,19.2383 42.4586\,19.265 42.4725\,19.2088 42.457\,19.1797 42.4735))"
TGU,Toncontin Int'l,Tegucigalpa,Tegucigalpa,POINT(-87.2167 14.1),"POLYGON((-87.2808 14.0845\,-87.2769 14.0388\,-87.199 14.0317\,-87.1599 14.0068\,-87.1354 14.0248\,-87.147 14.141\,-87.2369 14.1295\,-87.2808 14.0845))"
THE,Teresina-Senador Petronio Portella,Teresina,Teresina,POINT(-42.8042 -5.0949),"POLYGON((-42.9706 -5.5616\,-42.9418 -5.5866\,-42.9146 -5.556\,-42.8557 -5.5706\,-42.8463 -5.5361\,-42.8192 -5.5242\,-42.8111 -5.5013\,-42.7487 -5.5413\,-42.748 -5.339\,-42.633 -5.246\,-42.6015 -5.2519\,-42.6018 -4.9043\,-42.713 -4.905\,-42.731 -4.823\,-42.788 -4.817\,-42.814 -4.787\,-42.8942 -4.8853\,-42.8543 -4.937\,-42.8603 -4.9824\,-42.8043 -5.1522\,-42.7998 -5.1969\,-42.8292 -5.2394\,-42.8147 -5.3145\,-42.7632 -5.3357\,-42.7524 -5.3547\,-42.7745 -5.4474\,-42.811 -5.4963\,-42.8515 -5.4896\,-42.8479 -5.5252\,-42.8928 -5.5263\,-42.9097 -5.5429\,-42.9435 -5.5354\,-42.9706 -5.5616))"
THR,Mehrabad Int'l,شهر تهران,Tehran,POINT(51.3889 35.6892),"POLYGON((51.089 35.743\,51.2334 35.6836\,51.2373 35.6639\,51.3344 35.6105\,51.4003 35.6141\,51.4203 35.5713\,51.4506 35.5824\,51.4666 35.5682\,51.456 35.6093\,51.5022 35.6076\,51.5122 35.6344\,51.5016 35.6446\,51.5232 35.6691\,51.4949 35.6929\,51.5122 35.7167\,51.5981 35.7193\,51.5877 35.7248\,51.6063 35.744\,51.5273 35.7773\,51.5344 35.8159\,51.4632 35.8285\,51.3821 35.8126\,51.3824 35.793\,51.3613 35.8037\,51.3446 35.793\,51.338 35.81\,51.3359 35.7935\,51.2989 35.7789\,51.0942 35.7578\,51.089 35.743))"
TIA,Tirane Rinas,Tiranë,Tirana,POINT(19.8178 41.3289),"POLYGON((19.7547 41.3121\,19.7602 41.2997\,19.7983 41.3148\,19.8457 41.2956\,19.8453 41.314\,19.8764 41.3313\,19.8543 41.3591\,19.7954 41.3479\,19.7576 41.3654\,19.7874 41.3253\,19.7547 41.3121))"
TIJ,General Abelardo L Rodriguez Int'l,Municipio de Tijuana,Tijuana,POINT(-117.0333 32.525),"POLYGON((-117.1242 32.5343\,-117.0921 32.4087\,-117.0666 32.4119\,-117.0628 32.4263\,-117.0198 32.4165\,-116.9492 32.3659\,-116.9492 32.3433\,-116.9079 32.3343\,-116.9492 32.3172\,-116.9492 32.2984\,-116.8225 32.2982\,-116.676 32.1852\,-116.5341 32.2502\,-116.5247 32.2821\,-116.6026 32.3068\,-116.615 32.3664\,-116.6687 32.4112\,-116.7018 32.5125\,-116.6909 32.5711\,-117.1242 32.5343))"
TIP,Tripoli Int'l,شعبية الزاوية,Az Zāwīyah,POINT(12.7278 32.7522),"POLYGON((12.463 32.3315\,12.4572 32.2402\,12.6045 32.1921\,12.7684 32.22\,12.7964 32.313\,12.7975 32.4886\,12.7779 32.4998\,12.7679 32.5538\,12.8036 32.6019\,12.8037 32.6849\,12.8351 32.6957\,12.8066 32.7353\,12.8132 32.7855\,12.828 32.79\,12.8396 33.0178\,12.6839 32.9965\,12.6198 33.0035\,12.6002 32.7953\,12.609 32.7224\,12.5269 32.565\,12.4773 32.5022\,12.4863 32.3536\,12.463 32.3315))"
TKK,Chuuk Int'l,Chuuk,Weno,POINT(151.85 7.45),"POLYGON((151.2336 7.3144\,151.2571 7.2246\,151.3198 7.1499\,151.3968 7.1086\,151.4785 7.0921\,151.5675 7.0318\,151.6591 7.0218\,151.7258 6.9229\,151.8127 6.8436\,151.8931 6.7983\,151.9857 6.7859\,152.0735 6.8111\,152.1412 6.8666\,152.1946 6.9564\,152.2088 7.0412\,152.1865 7.1262\,152.2222 7.1937\,152.2333 7.2671\,152.1678 7.595\,152.0952 7.7364\,152.0215 7.8068\,151.9203 7.8617\,151.7517 7.8846\,151.6288 7.8563\,151.5578 7.8157\,151.5093 7.7592\,151.4808 7.6727\,151.4392 7.6189\,151.3266 7.5558\,151.2703 7.4948\,151.242 7.4235\,151.2336 7.3144))"
TLC,Jose Maria Morelos Y Pavon,Cuauhtémoc,Mexico City,POINT(-99.1333 19.4333),"POLYGON((-99.1843 19.4078\,-99.1712 19.4035\,-99.1704 19.3998\,-99.1567 19.404\,-99.1311 19.4031\,-99.1257 19.4043\,-99.1282 19.4138\,-99.123 19.4425\,-99.1259 19.4478\,-99.1222 19.4598\,-99.1339 19.465\,-99.1416 19.4656\,-99.1504 19.463\,-99.1593 19.4636\,-99.1631 19.4589\,-99.1656 19.4437\,-99.1776 19.4236\,-99.1751 19.423\,-99.1843 19.4078))"
TLL,Ulemiste,Tallinn,Tallinn,POINT(24.7453 59.4372),"POLYGON((24.5502 59.4389\,24.6098 59.4274\,24.6192 59.4072\,24.5941 59.3956\,24.627 59.3863\,24.6109 59.356\,24.6289 59.3518\,24.6716 59.3649\,24.7736 59.3601\,24.7605 59.3749\,24.7877 59.3827\,24.7957 59.4076\,24.8702 59.4107\,24.8699 59.4227\,24.9263 59.4355\,24.9044 59.4573\,24.9149 59.4728\,24.8886 59.4908\,24.8292 59.4981\,24.8342 59.4765\,24.7922 59.4439\,24.7006 59.4554\,24.7287 59.473\,24.7065 59.4862\,24.6857 59.4839\,24.6898 59.4653\,24.6465 59.4709\,24.6834 59.449\,24.664 59.4286\,24.5742 59.4619\,24.5733 59.4472\,24.5502 59.4389))"
TLS,Toulouse-Blagnac,Toulouse,Toulouse,POINT(1.444 43.6045),"POLYGON((1.3504 43.6043\,1.3771 43.59\,1.3594 43.5604\,1.3887 43.5368\,1.4106 43.5491\,1.4613 43.5327\,1.4624 43.5491\,1.5154 43.5702\,1.4799 43.6283\,1.4993 43.6461\,1.476 43.6423\,1.46 43.6608\,1.4431 43.6478\,1.4399 43.6687\,1.4318 43.6574\,1.4005 43.6679\,1.3998 43.6209\,1.3696 43.6288\,1.3504 43.6043))"
TLV,Ben Gurion,תל אביב-יפו,Tel Aviv-Yafo,POINT(34.78 32.08),"POLYGON((34.7391 32.0338\,34.7744 32.0328\,34.786 32.0468\,34.8073 32.0346\,34.8018 32.0929\,34.8523 32.1194\,34.7956 32.1287\,34.8024 32.144\,34.7876 32.147\,34.7391 32.0338))"
TMS,São Tomé Salazar,Neves,Neves,POINT(6.5517 0.3592),"POLYGON((6.4834 0.2836\,6.5498 0.2535\,6.5832 0.2743\,6.5914 0.3769\,6.4929 0.3185\,6.4834 0.2836))"
TNG,Tangier Ibn Battouta,arrondissement de Tanger-Medina طنجة المدينة,Tangier,POINT(-5.8039 35.7767),"POLYGON((-5.9484 35.7274\,-5.914 35.7098\,-5.8567 35.7323\,-5.8269 35.7781\,-5.7912 35.7722\,-5.808 35.787\,-5.7931 35.7911\,-5.9075 35.8012\,-5.9303 35.7872\,-5.9484 35.7274))"
TNR,Antananarivo Ivato,Analamanga,Antananarivo,POINT(47.5167 -18.9333),"POLYGON((46.5387 -17.796\,46.8166 -18.4115\,47.359 -18.7862\,47.5814 -19.3919\,47.8556 -19.5172\,48.0455 -18.3904\,47.8789 -17.747\,47.5089 -17.8911\,47.2801 -17.7192\,47.0523 -17.8785\,46.8758 -17.7013\,46.5387 -17.796))"
TOS,Tromsø Langnes,Tromsø,Tromsø,POINT(18.9428 69.6828),"POLYGON((17.16 69.8115\,18.1476 69.4958\,19.3626 69.4555\,19.6422 69.2821\,20.0436 69.5845\,19.7158 69.6751\,19.8416 69.8329\,19.3542 69.7984\,18.7845 70.0518\,17.8052 70.1684\,17.16 69.8115))"
//TPA,Tampa Int'l,Tampa,Tampa,POINT(-82.4447 27.9945),"POLYGON((-82.5865 27.973\,-82.4736 27.8218\,-82.3636 28.133\,-82.2931 28.1291\,-82.2539 28.1566\,-82.2541 28.1714\,-82.392 28.171\,-82.5865 27.973)\,(-82.4282 27.906\,-82.4272 27.9061\,-82.4272 27.906\,-82.4282 27.906)\,(-82.427 27.9046\,-82.4268 27.9047\,-82.4268 27.9046\,-82.427 27.9046)\,(-82.4113 27.9037\,-82.4101 27.9039\,-82.4101 27.9037\,-82.4113 27.9037)\,(-82.2573 28.1607\,-82.2618 28.1691\,-82.2565 28.1662\,-82.2573 28.1607))"
TPE,Taoyuan,臺北市,Taipei,POINT(121.5625 25.0375),"POLYGON((121.4571 25.108\,121.5059 25.0753\,121.5049 25.0497\,121.4834 25.0358\,121.4905 25.0111\,121.5191 25.0198\,121.5613 24.9647\,121.6196 24.9672\,121.5995 24.9782\,121.5974 25.0147\,121.6649 25.0247\,121.6165 25.048\,121.6262 25.0961\,121.5975 25.1095\,121.6057 25.1367\,121.577 25.1672\,121.5838 25.1946\,121.5627 25.2095\,121.52 25.1693\,121.5026 25.173\,121.4571 25.108))"
TRC,Torreon Int'l,Torreón,Torreón,POINT(-103.4486 25.5394),"POLYGON((-103.4932 25.5385\,-103.3907 25.4346\,-103.3414 25.4101\,-103.3027 25.5795\,-103.2596 25.5795\,-103.2747 25.6129\,-103.3662 25.6261\,-103.3455 25.6456\,-103.3554 25.6914\,-103.3814 25.6403\,-103.406 25.645\,-103.4033 25.6281\,-103.4248 25.6237\,-103.416 25.6144\,-103.4547 25.5579\,-103.4932 25.5385))"
TRD,Trondheim Vaernes,Stjørdal,Stjørdalshalsen,POINT(10.9189 63.4712),"POLYGON((10.6539 63.4905\,10.7745 63.4553\,10.8382 63.4545\,10.8597 63.427\,10.8612 63.3801\,10.8442 63.3551\,10.8602 63.3548\,10.8517 63.353\,10.8546 63.3442\,10.9646 63.3294\,11.1891 63.3479\,11.4546 63.3262\,11.5287 63.4656\,11.7282 63.5934\,11.6286 63.598\,11.5744 63.5849\,11.5536 63.6003\,11.4226 63.5696\,11.3682 63.579\,10.7953 63.5574\,10.7412 63.5478\,10.6539 63.4905)\,(10.8596 63.3437\,10.8613 63.3499\,10.8704 63.3452\,10.8596 63.3437)\,(10.8785 63.3428\,10.8699 63.3515\,10.8857 63.3486\,10.8785 63.3428))"
TRN,Turin Int'l,Torino,Turin,POINT(7.6761 45.0792),"POLYGON((7.5778 45.0418\,7.6074 45.0298\,7.5964 45.0123\,7.6551 45.0073\,7.7226 45.0312\,7.7733 45.0779\,7.7416 45.0926\,7.7524 45.1026\,7.7174 45.1273\,7.7247 45.1368\,7.664 45.1402\,7.6545 45.1128\,7.6118 45.1071\,7.6196 45.0951\,7.6035 45.0711\,7.6251 45.0597\,7.6164 45.039\,7.5778 45.0418))"
TRV,Trivandrum Int'l,Thiruvananthapuram,Thiruvananthapuram,POINT(76.9525 8.4875),"POLYGON((76.7971 8.6186\,76.977 8.3914\,77.0239 8.3945\,77.0388 8.4124\,77.0181 8.4152\,77.0233 8.4323\,77.0038 8.4543\,77.0128 8.5495\,76.9756 8.5462\,76.9359 8.5736\,76.8674 8.6743\,76.8262 8.6539\,76.8355 8.6376\,76.8209 8.6176\,76.7971 8.6186))"
TRW,Bonriki Int'l,Tarawa Te Inainano,Tarawa,POINT(173.0176 1.3382),"POLYGON((172.8507 1.166\,173.5822 1.1594\,173.3836 1.4154\,173.4146 1.5474\,173.2819 1.5869\,173.138 1.3964\,173.132 1.3848\,173.1282 1.3813\,172.9692 1.367\,172.9702 1.3486\,172.9468 1.3245\,172.8507 1.166))"
TRZ,Tiruchirappalli,Tiruchirappalli,Trichinopoly,POINT(78.7047 10.7903),"POLYGON((78.6461 10.8332\,78.6634 10.8292\,78.6575 10.7935\,78.6934 10.7631\,78.6877 10.7273\,78.7086 10.7333\,78.7182 10.7753\,78.7403 10.7773\,78.735 10.8185\,78.6897 10.8429\,78.6461 10.8332))"
TSE,Astana Int'l,Есіл ауданы,Nur-Sultan,POINT(71.4222 51.1472),"POLYGON((71.218 51.1108\,71.286 51.0223\,71.4542 51.0009\,71.4509 50.9604\,71.4866 50.9308\,71.5469 50.9309\,71.5543 50.9683\,71.537 51.0069\,71.5558 51.0154\,71.5397 51.0482\,71.6083 51.0914\,71.4569 51.1061\,71.4236 51.1594\,71.358 51.1634\,71.2918 51.1893\,71.253 51.176\,71.218 51.1108))"
TSN,Tianjin Binhai Int'l,河北区,Tianjin,POINT(117.2056 39.1467),"POLYGON((117.1616 39.1827\,117.1921 39.1298\,117.2095 39.1499\,117.2564 39.1581\,117.2272 39.1919\,117.1616 39.1827))"
TUC,Teniente Gen. Benjamin Matienzo Int'l,San Miguel de Tucumán,San Miguel de Tucumán,POINT(-65.2167 -26.8167),"POLYGON((-65.2749 -26.8748\,-65.2306 -26.8746\,-65.2117 -26.9103\,-65.1621 -26.7963\,-65.2495 -26.7839\,-65.2749 -26.8748))"
TUK,Turbat Int'l,تحصیل تربت,Turbat,POINT(63.0544 26.0031),"POLYGON((62.5996 26.1236\,62.601 25.9464\,62.6642 25.9144\,62.7665 25.9013\,62.7903 25.8408\,62.9164 25.7932\,62.8961 25.5646\,62.964 25.571\,63.0271 25.5095\,63.3369 25.4826\,63.4109 25.4414\,63.4298 25.4106\,63.3935 25.3837\,63.4022 25.3588\,63.5227 25.4335\,63.6576 25.4846\,63.7639 25.59\,63.9885 25.6351\,64.115 25.6285\,64.1656 25.6499\,64.2443 25.6342\,64.2834 25.6431\,64.2948 25.6772\,64.2323 25.6967\,64.2329 25.7474\,64.2742 25.7918\,64.2659 25.8387\,64.308 25.888\,64.3624 26.0263\,64.4534 26.0437\,64.4765 26.0672\,64.482 26.1215\,64.4728 26.174\,64.3661 26.2544\,64.3432 26.2151\,64.2953 26.1853\,64.2222 26.1717\,64.2061 26.1879\,64.0658 26.1476\,64.0193 26.1475\,63.8031 26.2187\,63.7309 26.2279\,63.6389 26.2059\,63.2781 26.1876\,63.2033 26.1656\,62.9445 26.1885\,62.6547 26.1802\,62.5996 26.1236))"
TUL,Tulsa Int'l,Tulsa,Tulsa,POINT(-95.9042 36.1283),"POLYGON((-95.9734 36.0431\,-95.6819 36.1048\,-95.7597 36.2351\,-95.9584 36.2351\,-95.9369 36.2494\,-95.9375 36.3364\,-95.8932 36.3365\,-95.9376 36.3365\,-95.9373 36.2497\,-95.9949 36.2497\,-95.985 36.242\,-95.9956 36.25\,-96.0732 36.2447\,-96.0744 36.1479\,-96.0081 36.1424\,-96.0295 36.032\,-95.9734 36.0431)\,(-96.074 36.1483\,-96.0473 36.1612\,-96.0474 36.1571\,-96.074 36.1483)\,(-95.9938 36.2071\,-96.0727 36.2447\,-95.9936 36.2422\,-95.9938 36.2071)\,(-96.0343 36.1487\,-96.0334 36.1499\,-96.0294 36.1506\,-96.0343 36.1487)\,(-96.0276 36.1515\,-96.0292 36.1551\,-96.0205 36.1537\,-96.0276 36.1515)\,(-96.0274 36.1509\,-96.0248 36.1513\,-96.0274 36.1502\,-96.0274 36.1509)\,(-95.9902 36.1067\,-96.007 36.1262\,-95.9925 36.1261\,-95.9902 36.1067)\,(-95.9588 36.2351\,-95.9841 36.2494\,-95.9587 36.2493\,-95.9588 36.2351)\,(-95.9226 36.1773\,-95.9291 36.1861\,-95.9226 36.188\,-95.9226 36.1773)\,(-95.9252 35.984\,-95.9245 35.9824\,-95.9276 35.9862\,-95.9252 35.984)\,(-95.8691 36.1844\,-95.8856 36.2135\,-95.869 36.2133\,-95.8691 36.1844))"
TUN,Aeroport Tunis,ولاية تونس,Tunis,POINT(10.1817 36.8064),"POLYGON((10.0038 36.7869\,10.0258 36.7733\,10.0323 36.7396\,10.075 36.7241\,10.079 36.6988\,10.1248 36.6945\,10.1513 36.7118\,10.131 36.7254\,10.1444 36.7358\,10.1763 36.72\,10.2062 36.7407\,10.2204 36.7587\,10.2058 36.7785\,10.2239 36.8029\,10.3104 36.8065\,10.3085 36.8259\,10.3548 36.8695\,10.3221 36.8932\,10.3173 36.9176\,10.2521 36.943\,10.2849 36.9012\,10.2714 36.875\,10.2887 36.8671\,10.2311 36.8569\,10.2325 36.8712\,10.2126 36.8485\,10.1694 36.8405\,10.1404 36.8544\,10.1167 36.8445\,10.1192 36.7975\,10.0515 36.7866\,10.0207 36.7985\,10.0038 36.7869))"
TUS,Tucson Int'l,Tucson,Tucson,POINT(-110.8787 32.1541),"POLYGON((-111.0441 32.3209\,-110.8238 32.1329\,-110.9277 32.0015\,-110.7085 32.034\,-110.7719 32.2552\,-111.0441 32.3209)\,(-110.9775 32.1885\,-110.9608 32.2032\,-110.9614 32.186\,-110.9775 32.1885))"
TXL,Berlin-Tegel Int'l,Hohen Neuendorf,Hohen Neuendorf,POINT(13.2833 52.6667),"POLYGON((13.2351 52.6765\,13.2792 52.6572\,13.3041 52.6699\,13.2934 52.6838\,13.2446 52.6817\,13.2607 52.6878\,13.2413 52.6844\,13.2351 52.6765))"
TYN,Taiyuan Wusu Int'l,杏花岭区,Taiyuan,POINT(112.5425 37.8733),"POLYGON((112.5309 37.8683\,112.6665 37.8697\,112.6787 37.9114\,112.7473 37.9219\,112.7566 37.9113\,112.7707 37.9235\,112.736 37.9566\,112.7229 37.9384\,112.6917 37.9425\,112.6538 37.9737\,112.6217 37.9783\,112.5588 37.9479\,112.5619 37.9106\,112.5318 37.8898\,112.5309 37.8683))"
UET,Quetta Int'l,تحصیل کوئٹہ شہر,Quetta,POINT(67.0 30.1833),"POLYGON((66.8273 30.0145\,66.8505 30.0102\,66.8674 30.0391\,66.9304 30.0239\,67.0304 30.0404\,67.0206 30.0689\,67.0405 30.0913\,67.0453 30.1357\,67.0742 30.1503\,67.0677 30.1738\,67.1306 30.1876\,67.1652 30.2208\,67.2271 30.2315\,67.2434 30.25\,67.1069 30.2188\,67.0898 30.2363\,67.0502 30.2333\,67.0183 30.2164\,66.9581 30.2534\,66.9527 30.2327\,66.9061 30.2435\,66.877 30.1018\,66.8497 30.0768\,66.8273 30.0145))"
UFA,Ufa Int'l,Кировский район,Ufa,POINT(55.9475 54.7261),"POLYGON((55.8739 54.6624\,55.9308 54.6423\,55.9106 54.5875\,55.9112 54.5748\,55.8878 54.5669\,55.9153 54.5441\,55.8741 54.5497\,55.8914 54.5378\,55.8926 54.5008\,55.9244 54.5047\,55.9748 54.5463\,55.9531 54.5757\,55.9126 54.5761\,55.9166 54.6009\,55.9274 54.5937\,55.953 54.5985\,55.9168 54.6011\,55.932 54.6418\,56.0481 54.6402\,56.054 54.6635\,56.085 54.6775\,56.0935 54.7047\,56.077 54.7032\,56.0907 54.7306\,56.0443 54.7533\,56.029 54.7163\,55.9297 54.7291\,55.9113 54.7168\,55.919 54.6862\,55.8739 54.6624))"
UIII,Irkutsk N.W.,Правобережный административный округ,Irkutsk,POINT(104.2833 52.2833),"POLYGON((104.2632 52.2866\,104.2756 52.2652\,104.3121 52.2823\,104.4427 52.2889\,104.438 52.3051\,104.4728 52.3297\,104.459 52.3295\,104.4547 52.3593\,104.3332 52.3676\,104.3095 52.334\,104.274 52.3581\,104.2758 52.3156\,104.2917 52.3023\,104.2632 52.2866))"
UIO,Mariscal Sucre Int'l,Quito,Quito,POINT(-78.5125 -0.22),"POLYGON((-78.9477 0.2043\,-78.6595 -0.0275\,-78.6469 -0.137\,-78.8406 -0.0985\,-78.7322 -0.3201\,-78.4802 -0.457\,-78.4631 -0.2908\,-78.4269 -0.5713\,-78.279 -0.5676\,-78.1649 -0.1761\,-78.3978 -0.032\,-78.3106 0.1852\,-78.9477 0.2043))"
ULN,Chinggis Khaan Int'l,Сүхбаатар ᠰᠦᠬᠡᠪᠠᠭᠠᠲᠤᠷ,Ulaanbaatar,POINT(106.9172 47.9203),"POLYGON((106.8635 48.1391\,106.89 48.1228\,106.8945 48.0644\,106.9329 48.0051\,106.9038 47.9296\,106.9164 47.9164\,106.8948 47.9081\,106.9328 47.9074\,106.9281 47.9618\,107.0019 47.9825\,107.0036 48.0106\,107.0343 48.0368\,107.0278 48.0882\,106.9675 48.1973\,106.8752 48.185\,106.8635 48.1391))"
UPG,Sultan Hasanuddin Int'l,Makassar,Makassar,POINT(119.4362 -5.1619),"POLYGON((119.378 -5.195\,119.4064 -5.2324\,119.3973 -5.1863\,119.4572 -5.1918\,119.4637 -5.1755\,119.5158 -5.1919\,119.5195 -5.1658\,119.4937 -5.1515\,119.5184 -5.151\,119.5397 -5.122\,119.5315 -5.0684\,119.4794 -5.0599\,119.4484 -5.0866\,119.4513 -5.1036\,119.4163 -5.0936\,119.4146 -5.1034\,119.4304 -5.1004\,119.433 -5.1015\,119.4337 -5.1041\,119.4094 -5.1137\,119.4085 -5.1468\,119.3966 -5.1416\,119.378 -5.195))"
URC,Ürümqi Diwopu Int'l,水磨沟区 بۇلاقتاغ رايونى,Ürümqi,POINT(87.6125 43.8225),"POLYGON((87.5967 43.8745\,87.6019 43.8028\,87.6714 43.8227\,87.7081 43.7625\,87.7917 43.764\,87.8304 43.7861\,87.8957 43.7827\,87.9584 43.7587\,88.0019 43.7558\,88.0143 43.7703\,87.9703 43.8037\,87.9153 43.8103\,87.8681 43.8643\,87.8208 43.8881\,87.7713 43.8772\,87.7791 43.8491\,87.7157 43.8623\,87.7013 43.8704\,87.713 43.8872\,87.7041 43.9075\,87.6856 43.917\,87.5967 43.8745))"
USN,Ulsan,남구,Ulsan,POINT(129.3167 35.55),"POLYGON((129.2367 35.536\,129.2744 35.5292\,129.3575 35.4519\,129.3967 35.4406\,129.3925 35.5098\,129.3746 35.5395\,129.2658 35.5569\,129.2367 35.536))"
UVF,Hewanorra Int'l,Vieux Fort,Vieux Fort,POINT(-60.954 13.728),"POLYGON((-60.997 13.8382\,-60.9822 13.7844\,-60.9851 13.7398\,-60.94 13.7096\,-60.9297 13.7692\,-60.997 13.8382))"
VAV,Vava'u Int'l,Vavaʻu,Neiafu,POINT(-173.9831 -18.6508),"POLYGON((-174.3818 -18.8073\,-174.3431 -18.9068\,-174.2887 -18.9572\,-174.0639 -19.0487\,-173.9962 -19.0595\,-173.9275 -19.049\,-173.8365 -18.9917\,-173.7598 -18.8539\,-173.7095 -18.6955\,-173.7248 -18.5635\,-173.7825 -18.454\,-173.835 -18.4048\,-173.9355 -18.3704\,-174.0408 -18.3875\,-174.1064 -18.4328\,-174.1765 -18.4578\,-174.298 -18.5622\,-174.3473 -18.6488\,-174.3818 -18.8073))"
VCE,Venice Marco Polo,Venezia,Mestre,POINT(12.2381 45.4906),"POLYGON((12.1668 45.4999\,12.1816 45.5058\,12.1792 45.453\,12.2602 45.4178\,12.2475 45.3958\,12.2661 45.3964\,12.2657 45.3601\,12.2431 45.3256\,12.2958 45.3323\,12.2751 45.2365\,12.3142 45.2312\,12.2982 45.2431\,12.3042 45.2804\,12.3237 45.328\,12.3452 45.3292\,12.3297 45.349\,12.3601 45.3959\,12.4011 45.4289\,12.4357 45.4218\,12.416 45.4409\,12.4747 45.4933\,12.527 45.5007\,12.5966 45.5452\,12.5483 45.578\,12.4151 45.5452\,12.4072 45.5313\,12.2994 45.5454\,12.2465 45.5305\,12.1813 45.5531\,12.1688 45.531\,12.1999 45.517\,12.1668 45.4999))"
VCP,Viracopos-Campinas Int'l,Campinas,Campinas,POINT(-47.0608 -22.9058),"POLYGON((-47.2463 -22.91\,-47.2022 -22.9303\,-47.2278 -22.9566\,-47.2057 -22.9733\,-47.2033 -22.9991\,-47.2317 -23.0097\,-47.2061 -23.0309\,-47.1524 -23.0385\,-47.1442 -23.058\,-47.1091 -23.0612\,-47.0486 -23.0514\,-47.0726 -23.0247\,-47.0661 -22.993\,-47.0284 -22.9727\,-46.9812 -22.9036\,-46.9522 -22.9085\,-46.9355 -22.9311\,-46.8878 -22.9342\,-46.8761 -22.9312\,-46.8893 -22.9078\,-46.8294 -22.9071\,-46.8153 -22.8879\,-46.8272 -22.8729\,-46.8486 -22.8771\,-46.8612 -22.8259\,-46.8916 -22.8159\,-46.9014 -22.7671\,-46.9545 -22.7306\,-46.9854 -22.7457\,-47.0693 -22.7296\,-47.1083 -22.7545\,-47.0947 -22.7943\,-47.1117 -22.8001\,-47.1089 -22.8166\,-47.1638 -22.8054\,-47.1533 -22.8315\,-47.1678 -22.9045\,-47.2463 -22.91))"
VE23,Burnpur,Asansol Kulti Township,Āsansol,POINT(86.99 23.68),"POLYGON((86.7971 23.7023\,86.9122 23.6309\,87.0011 23.63\,87.0312 23.6562\,87.0016 23.7224\,86.9787 23.7306\,86.9617 23.7103\,86.9298 23.7455\,86.9068 23.7382\,86.9199 23.7496\,86.9081 23.7447\,86.9069 23.7574\,86.8942 23.7381\,86.8348 23.7857\,86.7971 23.7023))"
VER,Gen. Heriberto Jara Int'l,Municipio de Veracruz,Veracruz,POINT(-96.1533 19.1903),"POLYGON((-96.3394 19.2419\,-96.3321 19.1996\,-96.3019 19.187\,-96.3139 19.1501\,-96.2942 19.1585\,-96.2636 19.1333\,-96.244 19.145\,-96.1904 19.1027\,-96.1497 19.1095\,-96.1185 19.1687\,-96.1257 19.2161\,-96.1632 19.218\,-96.1716 19.247\,-96.1538 19.2294\,-96.1648 19.2466\,-96.222 19.2653\,-96.2264 19.2208\,-96.273 19.2648\,-96.3096 19.2327\,-96.3394 19.2419))"
VFA,Victoria Falls,Livingstone District,Livingstone,POINT(25.8667 -17.85),"POLYGON((25.6524 -17.7211\,25.6549 -17.8263\,25.6972 -17.8122\,25.7051 -17.8386\,25.7669 -17.8494\,25.8191 -17.8978\,25.8444 -17.8974\,25.8575 -17.9747\,25.9076 -17.9842\,25.9771 -17.7866\,26.0277 -17.6972\,26.0516 -17.6913\,26.0605 -17.6525\,26.0367 -17.6347\,25.9086 -17.6079\,25.8698 -17.6555\,25.8311 -17.6615\,25.7983 -17.727\,25.6524 -17.7211))"
VGA,Vijaywada,Vijayawada (Urban),Vijayavāda,POINT(80.6305 16.5193),"POLYGON((80.585 16.5233\,80.6427 16.4709\,80.6637 16.4913\,80.6879 16.4863\,80.6625 16.5219\,80.6688 16.5794\,80.6419 16.5488\,80.5935 16.5499\,80.585 16.5233))"
VIBY,Bareilly,Bareilly,Bareilly,POINT(79.415 28.364),"POLYGON((79.2391 28.4033\,79.2855 28.3582\,79.313 28.3626\,79.3272 28.2996\,79.3427 28.3186\,79.3639 28.2828\,79.3825 28.2892\,79.3845 28.2535\,79.4051 28.2297\,79.3907 28.2151\,79.4721 28.2315\,79.49 28.2966\,79.5545 28.3298\,79.5905 28.3195\,79.5826 28.3456\,79.6291 28.3827\,79.5761 28.4139\,79.5772 28.4456\,79.516 28.467\,79.5299 28.4888\,79.4758 28.5038\,79.4796 28.5213\,79.4624 28.5355\,79.4937 28.6013\,79.4554 28.6104\,79.4202 28.5928\,79.4074 28.617\,79.3646 28.6042\,79.3632 28.5776\,79.4031 28.5795\,79.3964 28.5509\,79.3766 28.5473\,79.3906 28.5278\,79.3525 28.4934\,79.3649 28.4564\,79.3355 28.4683\,79.3112 28.4465\,79.3513 28.389\,79.3188 28.4058\,79.3081 28.4043\,79.3278 28.3953\,79.3197 28.388\,79.258 28.4129\,79.2391 28.4033))"
